City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,Juneau,58.3019,-134.4197,280.84,96,100,2.03,US,1635012064
356,Bintulu,3.1667,113.0333,297.02,95,100,1.68,MY,1635012261
357,Goundam,16.4145,-3.6708,308.9,15,16,3.6,ML,1635012262
358,Nome,64.5011,-165.4064,271.02,83,100,2.3,US,1635011968
359,Praia,14.9215,-23.5087,302.45,51,0,7.2,CV,1635012262
360,Qaanaaq,77.484,-69.3632,254.6,57,0,3.55,GL,1635012259
361,Qaqortoq,60.7167,-46.0333,276.43,70,73,2.73,GL,1635012263
362,Huarmey,-10.0681,-78.1522,294.3,70,84,5.79,PE,1635012263
363,Mount Isa,-20.7333,139.5,295.02,73,74,0.0,AU,1635012217
364,Langarūd,37.197,50.1535,289.13,78,0,1.53,IR,1635012263
365,Kysyl-Syr,63.8986,122.7617,274.73,98,100,4.14,RU,1635012264
366,Ngunguru,-35.6167,174.5,289.91,97,100,9.07,NZ,1635012264
367,Salinas,36.6777,-121.6555,290.92,69,75,3.6,US,1635012264
368,Roald,62.5833,6.1333,281.67,61,75,3.6,NO,1635012265
369,Longford,53.7333,-7.8,286.07,93,100,8.27,IE,1635012266
370,Marystown,47.1666,-55.1483,289.74,100,100,0.89,CA,1635012266
371,Havøysund,70.9963,24.6622,273.64,56,100,8.62,NO,1635012266
372,Tual,-5.6667,132.75,301.84,76,80,5.29,ID,1635012266
373,Saint-François,46.4154,3.9054,279.84,81,0,1.03,FR,1635012267
374,Barra de Tecoanapa,16.5167,-98.75,297.21,95,100,2.89,MX,1635012267
375,Yining,29.0361,114.5636,284.75,84,79,0.06,CN,1635012268
376,Apomu,7.3333,4.1833,295.63,95,86,2.2,NG,1635012268
377,Urazovo,50.0836,38.0395,281.44,56,49,3.67,RU,1635012268
378,Tsaratanana,-16.7833,47.65,300.7,50,43,2.55,MG,1635012269
379,Pandan,14.0453,124.1694,299.34,86,100,3.91,PH,1635012269
380,Ola,59.5833,151.2833,269.11,71,98,5.03,RU,1635012270
381,Anchorage,61.2181,-149.9003,278.86,87,99,1.34,US,1635012215
382,Cortland,42.6001,-76.083,283.17,78,90,1.54,US,1635012129
383,Haines Junction,60.7522,-137.5108,273.72,92,100,0.14,CA,1635012243
384,Kazygurt,41.7589,69.3864,279.11,40,9,1.59,KZ,1635012271
385,Mwinilunga,-11.7358,24.4293,294.79,58,77,0.19,ZM,1635012271
386,Kuminskiy,58.6667,66.5667,278.86,74,45,6.46,RU,1635012271
387,Española,35.9911,-106.0806,294.59,19,55,3.48,US,1635012265
388,Talnakh,69.4865,88.3972,268.13,96,100,3.21,RU,1635012099
389,Hasaki,35.7333,140.8333,278.37,50,0,4.36,JP,1635012272
390,Umm Kaddadah,13.6017,26.6876,306.14,15,40,7.11,SD,1635012272
391,Aksha,50.2814,113.2867,274.22,61,6,1.32,RU,1635012273
392,Barre,44.197,-72.5021,284.53,53,1,4.12,US,1635012013
393,Vestmanna,62.1564,-7.1664,282.66,100,90,7.2,FO,1635012274
394,Lesnoy,57.6198,63.0784,278.82,75,32,3.9,RU,1635012274
395,Shumikha,55.2261,63.2961,280.53,83,16,6.09,RU,1635012274
396,Baruun-Urt,46.6806,113.2792,274.87,43,83,3.52,MN,1635012275
397,Sambava,-14.2667,50.1667,297.55,91,46,1.42,MG,1635012276
398,Kuah,6.3265,99.8432,299.22,85,100,4.05,MY,1635012276
399,Sol'-Iletsk,51.1631,54.9918,284.11,65,100,3.6,RU,1635012277
400,Sola,-13.8833,167.55,300.39,77,18,7.18,VU,1635012277
401,Shache,38.4167,77.2406,283.71,32,99,1.95,CN,1635012278
402,Paralímni,35.0375,33.9833,294.64,69,0,1.79,CY,1635012278
403,San Patricio,28.017,-97.5169,304.55,54,95,5.85,US,1635012278
404,Thunder Bay,48.4001,-89.3168,282.35,70,79,1.79,CA,1635012015
405,Empalme,27.9667,-110.8167,304.77,51,1,0.0,MX,1635012279
406,Siguiri,11.6667,-9.5,299.96,78,94,1.09,GN,1635012279
407,Pangnirtung,66.1451,-65.7125,270.59,94,100,0.88,CA,1635012180
408,Petropavlovsk-Kamchatskiy,53.0452,158.6483,273.51,79,94,1.27,RU,1635012280
409,Hūn,29.1268,15.9477,302.83,17,68,4.74,LY,1635012280
410,Port-Gentil,-0.7193,8.7815,298.86,80,98,4.21,GA,1635012280
411,La Ronge,55.1001,-105.2842,277.05,65,24,7.4,CA,1635012229
412,Kargopol',61.5071,38.9456,273.25,95,100,3.69,RU,1635012281
413,Kiunga,-6.1219,141.2906,295.97,95,92,0.97,PG,1635012281
414,Avera,33.194,-82.5271,296.53,40,0,2.07,US,1635012281
415,Halifax,44.6453,-63.5724,291.71,95,100,1.34,CA,1635011996
416,Vardø,70.3705,31.1107,273.89,78,99,7.28,NO,1635012282
417,Bokhan,53.153,103.7714,275.56,95,100,0.29,RU,1635012282
418,Marapanim,-0.7175,-47.6997,301.22,78,98,3.08,BR,1635012283
419,Chapais,49.7834,-74.8492,275.03,59,98,1.8,CA,1635012283
420,Cabañas,22.9758,-82.9219,303.46,63,100,2.66,CU,1635012283
421,Rāwah,34.4816,41.9093,296.62,25,73,2.37,IQ,1635012284
422,Biak,-0.9131,122.8766,297.57,79,98,1.58,ID,1635012284
423,Saint-Augustin,51.226,-58.6502,278.39,84,100,7.75,CA,1635012284
424,Antofagasta,-23.65,-70.4,290.2,67,20,4.82,CL,1635012285
425,Tessalit,20.1986,1.0114,307.19,13,22,2.91,ML,1635012269
426,Kismayo,-0.3582,42.5454,299.09,76,10,5.04,SO,1635012285
427,Saint-Ambroise,48.5501,-71.3324,279.03,58,97,1.99,CA,1635012285
428,Gushikawa,26.3544,127.8686,295.72,77,73,3.92,JP,1635012286
429,Bela,25.9333,81.9833,296.49,60,0,1.84,IN,1635012286
430,Honningsvåg,70.9821,25.9704,276.95,53,100,10.87,NO,1635012286
431,Bilma,18.6853,12.9164,304.3,13,5,3.82,NE,1635012287
432,Copiapó,-27.3667,-70.3333,296.89,24,1,4.66,CL,1635012287
433,Noshiro,40.2039,140.0242,285.04,70,100,3.37,JP,1635012287
434,Igarka,67.4667,86.5833,271.99,97,99,5.09,RU,1635012288
435,Perry,37.2506,-83.1999,292.54,41,3,2.73,US,1635012288
436,Chimbote,-9.0853,-78.5783,293.52,72,85,5.54,PE,1635012288
437,Sibolga,1.7427,98.7792,298.36,90,96,1.05,ID,1635012289
438,Santa Lucía,27.9117,-15.5407,291.91,69,75,10.8,ES,1635012289
439,Bilibino,68.0546,166.4372,252.41,100,100,0.3,RU,1635012289
440,Mwanza,-2.5167,32.9,298.2,63,54,4.42,TZ,1635012062
441,Waddān,29.1614,16.139,302.77,17,80,4.19,LY,1635012290
442,Bato,13.3528,123.3677,297.42,93,100,1.65,PH,1635012290
443,Cotonou,6.3654,2.4183,298.52,85,99,2.86,BJ,1635012014
444,Manta,-0.95,-80.7333,298.42,75,90,5.9,EC,1635012290
445,Pailón,-17.65,-62.75,314.04,21,31,9.66,BO,1635012291
446,Vao,-22.6667,167.4833,295.0,79,95,7.26,NC,1635012291
447,Northampton,40.8754,-75.2499,288.3,66,97,0.89,US,1635012291
448,Hudson Bay,52.85,-102.3842,278.32,56,29,5.24,CA,1635012292
449,Kabul,34.5,69.4167,282.23,22,0,1.08,AF,1635011787
450,Houma,29.5958,-90.7195,303.15,70,40,5.66,US,1635012114
451,Manavālakurichi,8.1333,77.3,300.2,85,50,3.26,IN,1635012292
452,Nazaré,-13.035,-39.0144,301.99,64,80,3.26,BR,1635012293
453,Broken Hill,-31.95,141.4333,283.41,61,0,6.49,AU,1635012293
454,Whitianga,-36.8333,175.7,287.05,94,100,6.87,NZ,1635012293
455,Padang,-0.9492,100.3543,298.21,90,75,1.4,ID,1635012028
456,Wakkanai,45.4094,141.6739,284.9,63,6,7.44,JP,1635012294
457,Macomer,40.262,8.7699,289.61,66,43,2.02,IT,1635012294
458,Stephenville,32.2207,-98.2023,302.2,58,1,5.66,US,1635012194
459,Talara,-4.5772,-81.2719,294.46,75,100,7.28,PE,1635012151
460,Teya,60.3778,92.6267,274.25,93,100,6.55,RU,1635012295
461,Distrikt Brokopondo,4.75,-55.1667,303.04,67,45,3.31,SR,1635012295
462,Talaya,61.3833,152.75,255.93,98,100,1.64,RU,1635012295
463,Luga,58.7372,29.8453,276.15,90,100,4.53,RU,1635012295
464,Lakota,5.8528,-5.6883,296.34,98,99,1.48,CI,1635012296
465,Maceió,-9.6658,-35.7353,304.84,62,0,7.72,BR,1635012093
466,Chilca,-12.5211,-76.7372,293.62,78,64,3.33,PE,1635012296
467,Jalu,29.0331,21.5482,298.26,30,1,3.97,LY,1635012296
468,Cam Ranh,11.9214,109.1591,299.13,83,40,2.57,VN,1635012297
469,Paamiut,61.994,-49.6678,273.29,50,26,10.64,GL,1635012297
470,Jutaí,-5.1833,-68.9,307.53,44,57,2.14,BR,1635012297
471,Ukiah,39.1502,-123.2078,286.83,92,90,1.54,US,1635012002
472,Storforshei,66.4043,14.5233,271.85,94,88,1.34,NO,1635012298
473,Lamar,33.6668,-95.5836,301.96,72,75,5.66,US,1635012298
474,San Rafael,-34.6177,-68.3301,296.92,14,6,5.08,AR,1635012088
475,Koungou,-12.7336,45.2042,298.99,83,0,2.06,YT,1635012299
476,Luancheng,37.8792,114.6517,283.68,69,42,0.99,CN,1635012299
477,Ballina,-28.8667,153.5667,290.17,94,7,3.27,AU,1635012299
478,Sabang,5.8933,95.3214,300.58,76,91,2.36,ID,1635012207
479,Comodoro Rivadavia,-45.8667,-67.5,291.07,14,20,10.29,AR,1635012300
480,Singapore,1.2897,103.8501,299.07,88,75,1.03,SG,1635012022
481,Morondava,-20.2833,44.2833,296.37,71,0,3.58,MG,1635012300
482,Zomba,-15.386,35.3188,300.41,33,71,0.38,MW,1635012300
483,Dukat,62.55,155.55,254.87,92,99,0.96,RU,1635012112
484,Pangai,-19.8,-174.35,296.21,60,20,6.17,TO,1635012301
485,Gladstone,-23.85,151.25,295.11,83,90,3.09,AU,1635012302
486,Borăscu,44.7,23.2833,285.82,49,100,4.29,RO,1635012302
487,Dhidhdhoo,6.8833,73.1,300.33,81,100,6.6,MV,1635012303
488,Lata,40.1629,-8.3327,290.4,52,99,1.33,PT,1635012304
489,Kirakira,-10.4544,161.9205,300.04,79,22,3.71,SB,1635012304
490,Kontagora,10.3999,5.4695,297.48,80,89,1.92,NG,1635012305
491,Mandera,3.9366,41.867,302.55,53,73,6.59,KE,1635012305
492,Bayanday,53.0661,105.5139,273.19,83,97,1.19,RU,1635012306
493,São Raimundo Nonato,-9.0153,-42.6994,301.28,67,93,0.45,BR,1635012306
494,Buraidah,26.326,43.975,300.56,15,0,3.07,SA,1635012307
495,Arrecife,28.963,-13.5477,296.19,60,75,7.2,ES,1635012307
496,Santa Isabel Rio Negro,-0.4139,-65.0192,306.9,49,27,0.81,BR,1635012307
497,Kavaratti,10.5669,72.642,300.81,77,69,1.76,IN,1635012308
498,Karratha,-20.7377,116.8463,299.98,41,68,4.01,AU,1635012308
499,Gravdal,68.1214,13.5031,277.16,48,81,1.97,NO,1635012308
500,Sawtell,-30.3833,153.1,292.7,95,0,2.57,AU,1635012309
501,Nambucca Heads,-30.65,153.0,292.69,91,18,2.02,AU,1635012309
502,Saulkrasti,57.2622,24.4147,279.12,77,100,7.17,LV,1635012309
503,Praia,14.9215,-23.5087,302.45,51,0,7.2,CV,1635012277
504,Caravelas,-17.7125,-39.2481,299.49,68,62,3.98,BR,1635012310
505,Gornopravdinsk,60.05,69.9,278.58,87,91,5.3,RU,1635012310
506,Linhares,-19.3911,-40.0722,299.19,70,86,3.55,BR,1635012010
507,Abilene,32.4487,-99.7331,302.42,53,1,8.75,US,1635012310
508,Oloron-Sainte-Marie,43.1944,-0.6107,285.39,69,0,1.5,FR,1635012311
509,Ugoofaaru,5.6667,73.0,300.72,77,34,7.01,MV,1635012311
510,Ullapool,57.8987,-5.1604,286.68,85,100,4.56,GB,1635012312
511,Flinders,-34.5833,150.8552,290.49,87,79,1.34,AU,1635012312
512,Umaria,23.5333,80.8333,292.78,64,0,1.37,IN,1635012312
513,Takoradze,4.8845,-1.7554,298.98,83,95,3.28,GH,1635012313
514,Pilar,-9.5972,-35.9567,304.11,57,87,5.86,BR,1635012208
515,La Macarena,2.1837,-73.7849,306.99,41,16,2.89,CO,1635012313
516,Mehamn,71.0357,27.8492,275.07,59,100,8.31,NO,1635012314
517,Itupiranga,-5.1347,-49.3267,304.33,66,98,1.78,BR,1635012314
518,Dalvik,65.9702,-18.5286,278.92,97,100,2.64,IS,1635012314
519,Kathmandu,27.7167,85.3167,291.27,94,75,1.03,NP,1635012314
520,Qūchān,37.106,58.5095,283.09,22,0,3.64,IR,1635012315
521,Montepuez,-13.1256,38.9997,298.03,52,28,4.6,MZ,1635012315
522,Rawdon,46.0501,-73.7159,281.46,51,98,1.92,CA,1635012315
523,La Santisima Trinidad,-14.8333,-64.9,314.4,24,30,5.48,BO,1635012245
524,Karasjok,69.4719,25.5112,271.21,81,93,2.96,NO,1635012316
525,Demba,-5.51,22.2667,297.38,65,62,1.27,CD,1635012316
526,Creel,27.75,-107.6333,291.29,27,0,5.93,MX,1635012317
527,Doba,8.65,16.85,297.68,78,46,2.07,TD,1635012317
528,Tazmalt,36.3868,4.3989,291.78,78,81,2.78,DZ,1635012317
529,Egvekinot,66.3167,-179.1667,260.31,80,100,3.27,RU,1635012318
